name,start_date,year,counties,acres,last_updated,date_started,date_contained,cause,destroyed,fatalities,lat,lon
Range Fire,2017-05-25,2017,San Diego,1000.0,01/09/18 10:17 AM,05/25/17 6:15 PM,01/09/18 10:17AM,Unknown,0,0,33.34988,-117.39818
Rusty Fire,2017-05-28,2017,Fresno,16.0,01/09/18 10:17 AM,05/28/17 7:49 AM,01/09/18 10:17AM,Unknown,0,0,36.96642,-119.58292
Champagne Fire,2017-05-28,2017,Kern,10.0,01/09/18 10:17 AM,05/28/17 10:59 AM,01/09/18 10:17AM,Unknown,0,0,34.87128,-118.35296
Serenas Fire,2017-05-28,2017,Riverside,48.0,01/09/18 10:21 AM,05/28/17 3:27 PM,01/09/18 10:21AM,Unknown,0,0,33.58577,-116.07429
Lombardi Fire,2017-05-28,2017,Calaveras,15.0,01/09/18 10:21 AM,05/28/17 3:30 PM,01/09/18 10:21AM,Unknown,0,0,38.19906,-120.83484
Panoche Fire,2017-05-28,2017,Fresno,18.0,01/09/18 10:21 AM,05/28/17 4:16 PM,01/09/18 10:21AM,Unknown,0,0,36.61332,-120.7109
Matz Fire,2017-05-28,2017,San Bernardino,16.0,01/09/18 10:22 AM,05/29/17 1:20 AM,01/09/18 10:22AM,Unknown,0,0,34.04412,-116.55326
Twenty Fire,2017-05-29,2017,Yuba,10.0,01/09/18 10:22 AM,05/29/17 3:31 PM,01/09/18 10:22AM,Unknown,0,0,39.23205,-121.376
Fountain Fire,2017-05-31,2017,Tulare,79.0,01/09/18 10:23 AM,05/31/17 11:30 AM,01/09/18 10:23AM,Unknown,0,0,35.89423,-119.00334
Clay Fire,2017-06-01,2017,Sacramento,68.0,01/09/18 10:22 AM,06/01/17 3:38 PM,01/09/18 10:22AM,Unknown,0,0,38.33707,-121.11113
Fairview Fire,2017-06-01,2017,Riverside,26.0,01/09/18 10:23 AM,06/01/17 4:12 PM,01/09/18 10:23AM,Unknown,0,0,33.94788,-116.59719
Elk Fire,2017-06-02,2017,Kern,16.0,01/09/18 10:23 AM,06/02/17 6:55 PM,01/09/18 10:23AM,Unknown,0,0,35.188,-119.2877
Vernon Fire,2017-06-03,2017,Riverside,27.0,01/09/18 10:24 AM,06/03/17 12:09 PM,01/09/18 10:24AM,Unknown,0,0,33.82165,-116.96079
Jones Fire,2017-06-03,2017,Modoc,42.0,01/09/18 10:24 AM,06/03/17 1:09 PM,01/09/18 10:24AM,Unknown,0,0,41.38247,-120.53443
5 Fire,2017-06-03,2017,Los Angeles,25.0,01/09/18 10:24 AM,06/03/17 3:39 PM,01/09/18 10:24AM,Unknown,0,0,34.29931,-118.37539
Dehesa Fire,2017-06-04,2017,San Diego,12.0,01/09/18 10:25 AM,06/04/17 11:04 AM,01/09/18 10:25AM,Unknown,0,0,,
River Fire,2017-06-04,2017,Lassen,67.0,01/09/18 10:26 AM,06/04/17 4:12 PM,01/09/18 10:26AM,Unknown,0,0,40.03392,-120.1064
Spring Fire,2017-06-04,2017,Tehama,78.0,01/09/18 10:25 AM,06/04/17 4:22 PM,01/09/18 10:25AM,Unknown,0,0,40.38944,-122.13088
Shirleon Fire,2017-06-04,2017,Riverside,10.0,01/09/18 10:26 AM,06/04/17 4:48 PM,01/09/18 10:26AM,Unknown,0,0,33.87107,-116.88097
Creek Fire,2017-06-04,2017,Kern,33.0,01/09/18 10:24 AM,06/04/17 10:11 PM,01/09/18 10:24AM,Unknown,0,0,35.60633,-118.4642
Fish Fire,2017-06-05,2017,Contra Costa,20.0,01/09/18 10:26 AM,06/05/17 1:17 PM,01/09/18 10:26AM,Unknown,0,0,37.86549,-122.2102
Pine Fire,2017-06-05,2017,Kern,10.0,01/09/18 10:27 AM,06/05/17 2:02 PM,01/09/18 10:27AM,Unknown,0,0,35.564124,-118.796513
Wilbur Fire,2017-06-06,2017,Butte,91.0,01/09/18 10:27 AM,06/06/17 12:43 PM,01/09/18 10:27AM,Unknown,0,0,39.52499,-121.64897
Whitepine Fire,2017-06-06,2017,Siskiyou,46.0,01/09/18 10:27 AM,06/06/17 4:38 PM,01/09/18 10:27AM,Unknown,0,0,41.8721,-122.4571
Dinely Fire,2017-06-07,2017,Tulare,339.0,01/09/18 10:28 AM,06/07/17 11:55 AM,01/09/18 10:28AM,Under Investigation,0,0,36.45809,-118.87676
26 Fire,2017-06-07,2017,Madera,157.0,01/09/18 10:28 AM,06/07/17 9:00 PM,01/09/18 10:28AM,Unknown,0,0,37.12759,-120.0193
Breckenridge Fire,2017-06-08,2017,Kern,35.0,01/09/18 10:29 AM,06/09/17 4:53 AM,01/09/18 10:29AM,Unknown,0,0,35.37351,-118.84134
Island Fire,2017-06-09,2017,,,01/09/18 10:29 AM,06/09/17 1:00 PM,01/09/18 10:29AM,Unknown,0,0,32.779139,-114.578415
Hog Fire,2017-06-09,2017,Monterey,14.0,01/09/18 10:29 AM,06/09/17 4:15 PM,01/09/18 10:29AM,Unknown,0,0,35.80375,-120.52508
Bodfish Fire,2017-06-10,2017,Kern,206.0,01/09/18 10:29 AM,06/10/17 12:17 PM,01/09/18 10:29AM,Unknown,0,0,35.59804,-118.47939
Oakwood Fire,2017-06-10,2017,Madera,1431.0,01/09/18 10:30 AM,06/10/17 1:19 PM,01/09/18 10:30AM,Unknown,0,0,37.0825,-119.8011
Wild Fire,2017-06-11,2017,Fresno,186.0,01/09/18 10:30 AM,06/11/17 10:46 AM,01/09/18 10:30AM,Unknown,0,0,36.704679,-120.405077
Monterey Fire,2017-06-11,2017,Fresno,450.0,01/09/18 10:30 AM,06/11/17 5:15 PM,01/09/18 10:30AM,Unknown,0,0,36.616986,-120.369347
Pleyto Fire,2017-06-11,2017,Monterey,32.0,01/09/18 10:30 AM,06/11/17 6:12 PM,01/09/18 10:30AM,Unknown,0,0,35.902149,-120.983684
Red Fire,2017-06-11,2017,Tuolumne,38.0,01/09/18 10:31 AM,06/11/17 6:49 PM,01/09/18 10:31AM,Unknown,0,0,37.85137,-120.45268
Tivy Fire,2017-06-11,2017,Fresno,76.0,01/09/18 10:31 AM,06/11/17 10:45 PM,01/09/18 10:31AM,Unknown,0,0,36.8005,-119.35901
Refuge Fire,2017-06-13,2017,Napa,22.0,01/09/18 10:31 AM,06/13/17 10:18 AM,01/09/18 10:31AM,Under Investigation,0,0,38.68347,-122.2654
Valley Fire,2017-06-13,2017,Riverside,33.0,01/09/18 10:32 AM,06/13/17 12:00 PM,01/09/18 10:32AM,Unknown,0,0,33.584036,-116.972036
Platina Fire,2017-06-13,2017,Shasta,21.0,01/09/18 10:32 AM,06/13/17 12:47 PM,01/09/18 10:32AM,Unknown,0,0,,
Douglas Fire,2017-06-13,2017,San Diego,50.0,01/09/18 10:32 AM,06/13/17 2:31 PM,01/09/18 10:32AM,Unknown,0,0,33.23281,-117.29509
King Fire,2017-06-13,2017,Tulare,135.0,01/09/18 10:32 AM,06/13/17 5:00 PM,01/09/18 10:32AM,Unknown,0,0,35.8556,-118.74542
Reed Fire,2017-06-13,2017,Riverside,20.0,01/09/18 10:32 AM,06/13/17 5:21 PM,01/09/18 10:32AM,Unknown,0,0,33.52584,-116.85226
Lucy Fire,2017-06-14,2017,San Luis Obispo,150.0,01/09/18 10:33 AM,06/14/17 11:44 AM,01/09/18 10:33AM,Unknown,0,0,35.6871,-120.3187
Westfall Fire,2017-06-15,2017,Mariposa,63.0,01/09/18 10:33 AM,06/15/17 7:30 AM,01/09/18 10:33AM,Unknown,0,0,37.36914,-120.0088
Canyon Fire,2017-06-15,2017,Riverside,105.0,01/09/18 10:33 AM,06/15/17 11:36 AM,01/09/18 10:33AM,Unknown,0,0,33.950382,-116.884446
Nuevo Fire,2017-06-15,2017,Riverside,28.0,01/09/18 10:33 AM,06/15/17 3:51 PM,01/09/18 10:33AM,Unknown,0,0,33.79925,-117.11659
Skyway Fire,2017-06-16,2017,Butte,134.0,01/09/18 10:34 AM,06/16/17 9:27 AM,01/09/18 10:34AM,Unknown,0,0,39.69717,-121.75417
Springs Fire,2017-06-16,2017,Riverside,10.0,01/09/18 10:34 AM,06/16/17 2:51 PM,01/09/18 10:34AM,Unknown,0,0,,
Shore Fire,2017-06-16,2017,Monterey,32.0,01/09/18 10:34 AM,06/16/17 3:49 PM,01/09/18 10:34AM,Unknown,0,0,35.90092,-120.93371
Lake Fire,2017-06-17,2017,Los Angeles,800.0,01/09/18 10:34 AM,06/17/17 1:55 PM,01/09/18 10:34AM,Unknown,0,0,34.55607,-118.60703
Bolla Fire,2017-06-18,2017,Tehama,60.0,01/09/18 10:35 AM,06/18/17 7:15 AM,01/09/18 10:35AM,Unknown,0,0,40.32063,-122.83208
Lambs Fire,2017-06-18,2017,Riverside,10.0,01/09/18 10:35 AM,06/18/17 12:28 PM,01/09/18 10:35AM,Unknown,0,0,33.90965,-116.9669
Road Fire,2017-06-18,2017,Madera,25.0,01/09/18 10:35 AM,06/18/17 2:04 PM,01/09/18 10:35AM,Unknown,0,0,37.02081,-119.95136
Highway Fire,2017-06-18,2017,Kern,1522.0,01/09/18 10:41 AM,06/18/17 2:22 PM,01/09/18 10:41AM,Unknown,0,0,35.53456,-118.66733
Smiley Fire,2017-06-18,2017,Riverside,153.0,01/09/18 10:46 AM,06/18/17 3:10 PM,01/09/18 10:46AM,Unknown,0,0,33.98639,-117.21314
Bogus Fire,2017-06-18,2017,Siskiyou,56.0,01/09/18 10:59 AM,06/18/17 3:45 PM,01/09/18 10:59AM,Unknown,0,0,41.93006,-122.36545
Trellis Fire,2017-06-18,2017,Riverside,26.0,01/09/18 10:59 AM,06/18/17 4:03 PM,01/09/18 10:59AM,Unknown,0,0,33.71025,-117.31924
Holcomb Fire,2017-06-19,2017,San Bernardino,1503.0,01/09/18 11:00 AM,06/19/17 3:05 PM,01/09/18 11:00AM,Unknown,0,0,34.2976,-116.826
Evans Fire,2017-06-19,2017,Sierra,168.0,01/09/18 11:00 AM,06/19/17 9:41 PM,01/09/18 11:00AM,Unknown,0,0,39.71101,-120.02325
Orange Fire,2017-06-21,2017,Stanislaus,65.0,01/09/18 10:59 AM,06/21/17 2:45 PM,01/09/18 10:59AM,Unknown,0,0,37.82934,-120.68992
Quimby Fire,2017-06-21,2017,Santa Clara,54.0,01/09/18 11:00 AM,06/21/17 6:02 PM,01/09/18 11:00AM,Unknown,0,0,37.33454,-121.76323
Highway Fire,2017-06-22,2017,Butte,21.0,01/09/18 11:00 AM,06/22/17 9:49 AM,01/09/18 11:00AM,Unknown,0,0,39.364,-121.4143
Lone Fire,2017-06-22,2017,Butte,111.0,01/09/18 11:01 AM,06/22/17 11:10 AM,01/09/18 11:01AM,Unknown,0,0,39.38416,-121.5786
Toll Fire,2017-06-22,2017,Solano,39.0,01/09/18 11:01 AM,06/22/17 1:08 PM,01/09/18 11:01AM,Unknown,0,0,38.07481,-122.23004
Creek Fire,2017-06-23,2017,Fresno,357.0,01/09/18 11:01 AM,06/23/17 4:00 PM,01/09/18 11:01AM,Unknown,0,0,36.27306,-120.65185
King Incident,2017-06-23,2017,Tulare,,01/09/18 11:01 AM,06/23/17 10:32 PM,01/09/18 11:01AM,Unknown,0,0,36.51912,-119.50606
Paskenta Fire,2017-06-24,2017,Tehama,42.0,01/09/18 11:07 AM,06/24/17 11:15 AM,01/09/18 11:07AM,Unknown,0,0,40.10282,-122.27379
Schaeffer Fire,2017-06-24,2017,Tulare,16031.0,01/09/18 11:01 AM,06/24/17 4:16 PM,01/09/18 11:01AM,Unknown,0,0,,
Black Fire,2017-06-25,2017,San Diego,36.0,01/09/18 11:07 AM,06/25/17 12:09 PM,01/09/18 11:07AM,Unknown,0,0,33.1683,-116.77342
Placerita Fire,2017-06-25,2017,Los Angeles,760.0,01/09/18 11:08 AM,06/25/17 12:47 PM,01/09/18 11:08AM,Unknown,0,0,34.37443,-118.49343
Salmon-August Complex,2017-06-25,2017,Siskiyou,,01/09/18 11:07 AM,06/25/17 5:00 PM,01/09/18 11:07AM,Unknown,0,0,41.841,-123.474
King Fire,2017-06-26,2017,Siskiyou,19.0,01/09/18 11:08 AM,06/26/17 12:30 PM,01/09/18 11:08AM,Unknown,0,0,40.703775,-122.645079
Manzanita Fire,2017-06-26,2017,Riverside,6309.0,01/09/18 11:08 AM,06/26/17 3:10 PM,01/09/18 11:08AM,Unknown,0,0,33.530045,-116.594422
Hill Fire,2017-06-26,2017,San Luis Obispo,1598.0,01/09/18 11:08 AM,06/26/17 3:27 PM,01/09/18 11:08AM,Unknown,4,0,35.4025,-120.4992
Shore Fire,2017-06-26,2017,Del Norte,28.0,01/09/18 11:08 AM,06/26/17 9:30 PM,01/09/18 11:08AM,Unknown,0,0,41.93323,-124.19629
Latrobe Fire,2017-06-27,2017,Sacramento,35.0,01/09/18 11:09 AM,06/27/17 7:39 AM,01/09/18 11:09AM,Unknown,0,0,38.45822,-120.92162
Sloane Fire,2017-06-27,2017,San Diego,25.0,01/09/18 11:09 AM,06/27/17 9:38 AM,01/09/18 11:09AM,Unknown,0,0,32.7789,-116.8516
Pine Fire,2017-06-27,2017,Marin,38.0,01/09/18 11:09 AM,06/27/17 10:39 AM,01/09/18 11:09AM,Unknown,0,0,37.9775,-122.65749
Mart Fire,2017-06-27,2017,San Bernardino,670.0,01/09/18 11:09 AM,06/27/17 3:22 PM,01/09/18 11:09AM,Unknown,0,0,34.14575,-117.17813
Alvarado Fire,2017-06-28,2017,Monterey,15.0,01/09/18 11:10 AM,06/28/17 9:30 AM,01/09/18 11:10AM,Unknown,0,0,35.947,-120.87492
Battle Fire,2017-06-28,2017,Modoc,562.0,01/09/18 11:10 AM,06/28/17 1:50 PM,01/09/18 11:10AM,Unknown,0,0,41.85763,-121.29581
Ben Fire,2017-06-28,2017,Mariposa,630.0,01/09/18 11:10 AM,06/28/17 3:49 PM,01/09/18 11:10AM,Under Investigation,0,0,37.3762,-119.9646
Cristianitos Fire,2017-06-28,2017,San Diego,,01/09/18 11:10 AM,06/28/17 5:56 PM,01/09/18 11:10AM,Unknown,0,0,33.43513,-117.58252
Ranch Fire,2017-06-29,2017,Santa Clara,85.0,01/09/18 11:11 AM,06/29/17 1:56 PM,01/09/18 11:11AM,Unknown,0,0,37.3344,-121.71752
Topanga Fire,2017-06-29,2017,Los Angeles,55.0,01/09/18 11:11 AM,06/29/17 3:09 PM,01/09/18 11:11AM,Unknown,0,0,34.03941,-118.58624
Stokes Fire,2017-06-29,2017,Los Angeles,41.0,01/09/18 11:11 AM,06/29/17 3:45 PM,01/09/18 11:11AM,Unknown,0,0,34.10446,-118.70294
Lockwood Fire,2017-06-29,2017,Monterey,42.0,01/09/18 11:11 AM,06/29/17 8:44 PM,01/09/18 11:11AM,Unknown,0,0,35.96275,-121.08753
Tarina Fire,2017-06-30,2017,Kern,1200.0,01/09/18 11:16 AM,06/30/17 1:49 PM,01/09/18 11:16AM,Unknown,0,0,35.38298,-118.80123
Oak Fire,2017-06-30,2017,Shasta,128.0,01/09/18 11:16 AM,07/01/17 12:48 AM,01/09/18 11:16AM,Unknown,0,0,40.69554,-122.0122
Brewer Fire,2017-07-02,2017,Nevada,10.0,01/09/18 11:16 AM,07/02/17 12:41 PM,01/09/18 11:16AM,Unknown,0,0,39.08382,-121.06656
Lisa Fire,2017-07-02,2017,Riverside,11.0,01/09/18 11:16 AM,07/02/17 1:04 PM,01/09/18 11:16AM,Unknown,0,0,33.913089,-117.096233
Spring Fire,2017-07-02,2017,Mariposa,225.0,01/09/18 11:17 AM,07/02/17 1:36 PM,01/09/18 11:17AM,Under Investigation,0,0,37.4591,-119.921
Desabla Fire,2017-07-02,2017,Butte,14.0,01/09/18 11:17 AM,07/02/17 1:43 PM,01/09/18 11:17AM,Unknown,0,0,39.8629,-121.6268
Derrick Fire,2017-07-02,2017,Fresno,1538.0,01/09/18 11:41 AM,07/02/17 10:28 PM,01/09/18 11:41AM,Unknown,0,0,36.269125,-120.620791
Canyon Fire,2017-07-03,2017,Riverside,10.0,01/09/18 11:41 AM,07/03/17 1:34 PM,01/09/18 11:41AM,Unknown,0,0,33.91806,-116.99321
Lago Fire,2017-07-03,2017,Riverside,50.0,01/09/18 11:41 AM,07/03/17 3:14 PM,01/09/18 11:41AM,Unknown,0,0,33.87739,-117.16215
Timber Fire,2017-07-03,2017,Riverside,30.0,01/09/18 11:42 AM,07/03/17 7:31 PM,01/09/18 11:42AM,Unknown,0,0,33.96896,-117.25411
Silver Fire,2017-07-04,2017,San Bernardino,13.0,01/09/18 11:42 AM,07/04/17 1:15 PM,01/09/18 11:42AM,Unknown,0,0,34.304722,-117.3125
Valley Fire,2017-07-04,2017,San Benito,34.0,01/09/18 11:42 AM,07/04/17 1:21 PM,01/09/18 11:42AM,Unknown,0,0,36.85596,-121.30983
Freedom Fire,2017-07-04,2017,Fresno,57.0,01/09/18 11:43 AM,07/04/17 1:21 PM,01/09/18 11:43AM,Unknown,0,0,36.81476,-119.51592
Grade Fire,2017-07-04,2017,Ventura,50.0,01/09/18 11:43 AM,07/04/17 2:45 PM,01/09/18 11:43AM,Unknown,0,0,34.20599,-118.98603
Jurupa Fire,2017-07-04,2017,Riverside,35.0,01/09/18 11:43 AM,07/04/17 3:20 PM,01/09/18 11:43AM,Unknown,0,0,33.99316,-117.48405
Klamath Fire,2017-07-04,2017,Siskiyou,,01/09/18 11:43 AM,07/04/17 3:21 PM,01/09/18 11:43AM,Unknown,0,0,41.86609,-122.73031
Lakeland Fire,2017-07-04,2017,Butte,18.0,01/09/18 11:43 AM,07/04/17 3:45 PM,01/09/18 11:43AM,Unknown,0,0,39.53944,-121.54722
Eagle Fire,2017-07-04,2017,Riverside,205.0,01/09/18 11:44 AM,07/04/17 4:55 PM,01/09/18 11:44AM,Unknown,0,0,33.85323,-117.48195
Globe Fire,2017-07-05,2017,Tulare,21.0,01/09/18 11:44 AM,07/05/17 8:24 AM,01/09/18 11:44AM,Unknown,0,0,36.10858,-118.81979
Fay Fire,2017-07-05,2017,Siskiyou,469.0,01/09/18 11:44 AM,07/05/17 11:05 AM,01/09/18 11:44AM,Unknown,0,0,41.3975,-122.8428
Auberry Fire,2017-07-05,2017,Fresno,91.0,01/09/18 11:45 AM,07/05/17 3:40 PM,01/09/18 11:45AM,Unknown,5,0,36.95104,-119.65621
Gold Fire,2017-07-05,2017,Calaveras,22.0,01/09/18 11:44 AM,07/05/17 4:56 PM,01/09/18 11:44AM,Unknown,0,0,38.20176,-120.67848
Quail Fire,2017-07-06,2017,Kern,1626.0,01/09/18 11:45 AM,07/06/17 12:29 PM,01/09/18 11:45AM,Unknown,0,0,35.59904,-119.08312
Winters Fire,2017-07-06,2017,Yolo,2269.0,01/09/18 11:45 AM,07/06/17 12:41 PM,01/09/18 11:45AM,Under Investigation,0,0,38.49521,-122.0251
Antelope Fire,2017-07-06,2017,Lassen,,01/09/18 11:45 AM,07/06/17 1:00 PM,01/09/18 11:45AM,Unknown,0,0,40.6361,-120.9643
Alamo Fire,2017-07-06,2017,San Luis Obispo,28687.0,01/09/18 11:46 AM,07/06/17 3:44 PM,01/09/18 11:46AM,Under Investigation,0,0,35.0179,-120.3223
Hawk Fire,2017-07-07,2017,Kern,2940.0,01/09/18 11:46 AM,07/07/17 9:18 AM,01/09/18 11:46AM,Unknown,0,0,35.77896,-118.89627
Daulton Fire,2017-07-07,2017,Madera,90.0,01/09/18 11:46 AM,07/07/17 10:00 AM,01/09/18 11:46AM,Unknown,0,0,37.09773,-120.02027
Christmas Fire,2017-07-07,2017,Riverside,33.0,01/09/18 11:46 AM,07/07/17 12:56 PM,01/09/18 11:46AM,Unknown,0,0,33.763304,-117.314994
Wall Fire,2017-07-07,2017,Butte,6033.0,01/09/18 11:47 AM,07/07/17 2:52 PM,01/09/18 11:47AM,Under Investigation,41,0,39.45352,-121.41222
Bryant Fire,2017-07-07,2017,San Bernardino,74.0,01/09/18 11:47 AM,07/07/17 3:45 PM,01/09/18 11:47AM,Unknown,0,0,34.07612,-117.06765
Banderilla Fire,2017-07-07,2017,Mariposa,36.0,01/09/18 11:48 AM,07/07/17 3:50 PM,01/09/18 11:48AM,Unknown,0,0,37.65963,-120.34802
Tower Fire,2017-07-07,2017,San Luis Obispo,58.0,01/09/18 11:48 AM,07/07/17 4:23 PM,01/09/18 11:48AM,Unknown,0,0,35.346,-120.62825
Deer Complex,2017-07-07,2017,Contra Costa,231.0,01/09/18 11:48 AM,07/08/17 2:20 AM,01/09/18 11:48AM,Unknown,0,0,37.87808,-121.78677
Lake Fire,2017-07-08,2017,Stanislaus,62.0,01/09/18 11:48 AM,07/08/17 11:00 AM,01/09/18 11:48AM,Unknown,0,0,37.64898,-120.4925
Whittier Fire,2017-07-08,2017,Santa Barbara,18430.0,01/09/18 11:49 AM,07/08/17 1:43 PM,01/09/18 11:49AM,Unknown,0,0,34.55096,-119.9494
Willow Fire,2017-07-08,2017,Contra Costa,370.0,01/09/18 11:48 AM,07/08/17 3:26 PM,01/09/18 11:48AM,Unknown,0,0,38.02929,-122.25544
Axel Fire,2017-07-08,2017,El Dorado,74.0,01/09/18 11:50 AM,07/08/17 4:38 PM,01/09/18 11:50AM,Unknown,0,0,38.7803,-120.97111
West Fire,2017-07-08,2017,Yuba,50.0,01/09/18 11:50 AM,07/08/17 4:47 PM,01/09/18 11:50AM,Unknown,0,0,39.06308,-121.303
Parkfield Fire,2017-07-08,2017,Monterey and San Luis Obispo,1816.0,01/09/18 11:50 AM,07/08/17 6:30 PM,01/09/18 11:50AM,Unknown,0,0,35.86949,-120.57894
Benson Fire,2017-07-08,2017,Tehama,29.0,01/09/18 11:51 AM,07/08/17 6:58 PM,01/09/18 11:51AM,Unknown,0,0,40.29118,-122.42606
Stone Fire,2017-07-09,2017,San Luis Obispo,340.0,01/09/18 11:51 AM,07/09/17 1:49 PM,01/09/18 11:51AM,Under Investigation,0,0,35.42433,-120.47322
Garza Fire,2017-07-09,2017,Kings,48889.0,01/09/18 11:51 AM,07/09/17 3:10 PM,01/09/18 11:51AM,Under Investigation,0,0,35.93273,-120.20014
Farad Fire,2017-07-10,2017,Sierra,747.0,01/09/18 11:51 AM,07/10/17 1:02 PM,01/09/18 11:51AM,Unknown,0,0,39.439722,-120.027222
Honcut Fire,2017-07-10,2017,Butte,166.0,01/09/18 11:52 AM,07/10/17 2:45 PM,01/09/18 11:52AM,Unknown,0,0,39.37192,-121.53865
Felipe Fire,2017-07-10,2017,Santa Clara,70.0,01/09/18 11:52 AM,07/10/17 3:54 PM,01/09/18 11:52AM,Unknown,0,0,37.25014,-121.68562
Jennings Fire,2017-07-11,2017,San Diego,400.0,01/09/18 11:52 AM,07/11/17 1:45 PM,01/09/18 11:52AM,Unknown,0,0,32.84796,-116.85396
Long Valley Fire,2017-07-11,2017,Lassen,83733.0,01/09/18 11:52 AM,07/11/17 2:15 PM,01/09/18 11:52AM,Unknown,0,0,40.07045,-120.14013
Lariat Fire,2017-07-11,2017,Santa Clara,101.0,01/09/18 11:53 AM,07/11/17 4:51 PM,01/09/18 11:53AM,Unknown,0,0,37.39801,-121.8179
Quail Fire,2017-07-12,2017,Calaveras,59.0,01/09/18 11:53 AM,07/12/17 1:10 PM,01/09/18 11:53AM,Equipment,0,0,38.18303,-120.85322
Chetco Fire,2017-07-12,2017,,191125.0,01/09/18 11:52 AM,07/12/17 1:45 PM,01/09/18 11:52AM,Unknown,0,0,42.29896,-123.95405
Rosado Fire,2017-07-12,2017,El Dorado,13.0,01/09/18 11:53 AM,07/12/17 1:51 PM,01/09/18 11:53AM,Unknown,0,0,38.67474,-121.06088
Rebie Fire,2017-07-12,2017,Butte,10.0,01/09/18 11:53 AM,07/12/17 1:55 PM,01/09/18 11:53AM,Unknown,0,0,39.50475,-121.33785
Hidden Fire,2017-07-12,2017,San Bernardino,46.0,01/09/18 11:54 AM,07/12/17 3:29 PM,01/09/18 11:54AM,Unknown,0,0,34.149,-117.189
Spaletta Fire,2017-07-12,2017,Marin,35.0,01/09/18 11:54 AM,07/12/17 4:15 PM,01/09/18 11:54AM,Unknown,0,0,38.08055,-122.77846
Washington Fire,2017-07-13,2017,Riverside,32.0,01/09/18 11:54 AM,07/13/17 10:28 AM,01/09/18 11:54AM,Unknown,0,0,33.62613,-117.07975
Navajo Fire,2017-07-13,2017,Riverside,10.0,01/09/18 11:54 AM,07/13/17 2:14 PM,01/09/18 11:54AM,Unknown,0,0,33.77896,-117.24091
Dode Fire,2017-07-13,2017,Modoc,410.0,01/09/18 11:54 AM,07/13/17 3:23 PM,01/09/18 11:54AM,Unknown,0,0,41.72163,-121.30451
Bridge Fire,2017-07-14,2017,San Bernardino,460.0,04/12/18 2:52 PM,07/14/17 2:23 PM,04/12/18 2:52PM,Unknown,0,0,34.09773,-117.10567
North Fire,2017-07-15,2017,Shasta,10.0,01/09/18 11:56 AM,07/15/17 6:10 PM,01/09/18 11:56AM,Unknown,0,0,40.48972,-122.38619
Reservation Fire,2017-07-16,2017,Monterey,40.0,01/09/18 11:56 AM,07/16/17 11:17 AM,01/09/18 11:56AM,Unknown,0,0,36.66684,-121.74826
Grade Fire,2017-07-16,2017,Mendocino,900.0,01/09/18 11:56 AM,07/16/17 2:51 PM,01/09/18 11:56AM,Vehicle,0,0,39.30125,-123.28825
Detwiler Fire,2017-07-16,2017,Mariposa,81826.0,01/09/18 11:57 AM,07/16/17 3:56 PM,01/09/18 11:57AM,Firearms,131,0,37.61757,-120.21321
Range Fire,2017-07-17,2017,Mendocino,20.0,01/09/18 11:58 AM,07/17/17 12:37 PM,01/09/18 11:58AM,Firearms,0,0,39.13207,-123.10227
Maria Fire,2017-07-17,2017,Calaveras,117.0,01/09/18 11:58 AM,07/17/17 12:55 PM,01/09/18 11:58AM,Unknown,0,0,38.29113,-120.62177
Park Fire,2017-07-17,2017,Fresno,1649.0,01/09/18 11:58 AM,07/17/17 1:15 PM,01/09/18 11:58AM,Unknown,0,0,35.95911,-120.55579
Sand Fire,2017-07-17,2017,Colusa,70.0,01/09/18 11:58 AM,07/17/17 1:17 PM,01/09/18 11:58AM,Unknown,0,0,39.01224,-122.20127
Centerville Fire,2017-07-17,2017,Modoc,15.0,01/09/18 11:58 AM,07/17/17 1:38 PM,01/09/18 11:58AM,Unknown,0,0,41.45589,-120.56933
Murphy Fire,2017-07-17,2017,Lake,40.0,01/09/18 11:59 AM,07/17/17 2:44 PM,01/09/18 11:59AM,Unknown,0,0,38.86056,-122.62382
Mesa Fire,2017-07-17,2017,Santa Barbara,50.0,01/09/18 11:59 AM,07/17/17 2:55 PM,01/09/18 11:59AM,Unknown,0,0,34.72379,-120.13249
Fox Fire,2017-07-17,2017,Tulare,59.0,01/09/18 11:59 AM,07/17/17 3:32 PM,01/09/18 11:59AM,Unknown,0,0,36.18815,-118.78928
Hudson Fire,2017-07-18,2017,Kern,1083.0,01/09/18 11:59 AM,07/18/17 11:45 AM,01/09/18 11:59AM,Unknown,0,0,34.94373,-119.44751
Laverne Fire,2017-07-18,2017,Shasta,180.0,01/09/18 12:01 PM,07/18/17 12:39 PM,01/09/18 12:01PM,Unknown,5,0,40.47106,-122.43608
Ellis Fire,2017-07-18,2017,Riverside,72.0,01/09/18 12:01 PM,07/18/17 3:34 PM,01/09/18 12:01PM,Unknown,0,0,33.75526,-117.25075
Hogback Fire,2017-07-18,2017,Tulare,58.0,01/09/18 12:01 PM,07/18/17 3:50 PM,01/09/18 12:01PM,Unknown,0,0,36.64404,-118.99944
Willms Fire,2017-07-18,2017,Stanislaus,19.0,01/09/18 12:01 PM,07/18/17 10:39 PM,01/09/18 12:01PM,Unknown,0,0,37.81827,-120.65764
Marble Fire,2017-07-19,2017,Del Norte,319.0,01/09/18 12:01 PM,07/19/17 2:00 PM,01/09/18 12:01PM,Unknown,0,0,41.478,-123.506
